Title,Date Posted,Employer,Location,Salary,Work Hours,Employment Type,Start Date,Vacancies,Languages,Education,Experience,Responsibilities,Benefits,url
cleaner,"Posted on January 03, 2024",LC Bros. Cleaning Services Ltd.,"Inuvik, NT",20.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"No degree, certificate or diploma",Will train,"Sweep, mop, wash and polish floors, Dust furniture, Vacuum carpeting, area rugs, draperies and upholstered furniture, Clean, disinfect and polish kitchen and bathroom fixtures and appliances, Pick up debris and empty trash containers, Wash windows, walls and ceilings",,https://www.jobbank.gc.ca/jobsearch/jobposting/40197145?source=searchresults
dietary technician,"Posted on December 18, 2023",10647802 Canada Ltd,"Yellowknife, NT",22.50 HOUR,37.5 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,College/CEGEP,1 year to less than 2 years,"Assist dietitians or nutritionists plan and supervise food service operations, Supervise and direct activities of other medical technologists or technicians, Help with scheduling and workflow, Plan menus and diet for individuals or groups under direction of dietition or nutritionist, Assist in supervising personnel who prepare and serve food, Help patients complete menus, Assist dietitians with research in food, nutrition and food service systems","Dental plan, Disability benefits, Health care plan, Vision care benefits, Life insurance, Registered Retirement Savings Plan (RRSP)",https://www.jobbank.gc.ca/jobsearch/jobposting/40206958?source=searchresults
Aquatic Science Technician IV & V,"Posted on March 05, 2024",Fisheries and Oceans Canada - Arctic Aquatic Research Division,"Inuvik, , NT","70,159 YEAR",,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40431652?source=searchresults
apprentice carpenter,"Posted on March 17, 2024",Aecon Construction Solutions Inc,"Yellowknife, NT",32.69 HOUR,,Full time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40556929?source=searchresults
,,,,,,,,,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40077225?source=searchresults
barber,"Posted on February 28, 2024",PH8  Beauty Boutique Ltd,"Yellowknife, NT",17.19 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Cut and trim hair according to client's instructions or preferences, Shave and trim beards and mustaches, Provide other hair treatment, such as waving, straightening and tinting and also provide scalp conditioning massages",,https://www.jobbank.gc.ca/jobsearch/jobposting/40383573?source=searchresults
"co-ordinator, youth development","Posted on March 22, 2024",Conseil de développement économique des TNO,"Yellowknife, NT",25.00 HOUR,,Term or contractFull time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40595813?source=searchresults
carpenter,"Posted on February 02, 2024",6072 nwt ltd,"Yellowknife, NT",34.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,7 months to less than 1 year,"Measure, cut, shape, assemble and join materials made of wood, wood substitutes, lightweight steel and other materials, Prepare tenders and quotations, Schedule and co-ordinate work on sites, Estimate costs and materials",,https://www.jobbank.gc.ca/jobsearch/jobposting/40184966?source=searchresults
grocery clerk,"Posted on December 07, 2023",The North West Company LP,"Inuvik, NT",18.00 HOUR,37.5 hours per week,Permanent employmentFull time,Starts as soon as possible,4 vacancies,English,"No degree, certificate or diploma",Experience an asset,"Bag, box or parcel purchases for customers, for shipment or delivery, Obtain articles for customers from shelf or stockroom, Order stock, Record incoming stock, Keep stock clean and in order, Price items using stamp or stickers according to price list, Perform general cleaning duties (i.e. sweeping, mopping floors), Operate cash register, Provide customer service","Dental plan, Disability benefits, Health care plan, Group insurance benefits, Life insurance, Registered Retirement Savings Plan (RRSP), Stocks/shares, Maternity and parental benefits, Other benefits",https://www.jobbank.gc.ca/jobsearch/jobposting/39738307?source=searchresults
food counter attendant,"Posted on March 20, 2024",Black Knight Pub,"Yellowknife, NT",16.05 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"No degree, certificate or diploma",Will train,"Keep records of the quantities of food used, Package take-out food, Prepare, heat and finish simple food items, Serve customers at counters or buffet tables, Stock refrigerators and salad bars, Take customers' orders, Handle and store cleaning products, Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas, Remove kitchen garbage and trash, Sweep, mop, wash and polish floors",,https://www.jobbank.gc.ca/jobsearch/jobposting/40566002;jsessionid=BEC9AAAB13E243AF5E744839F428542B.jobsearch74?source=searchresults
janitor,"Posted on March 02, 2024",E&M maintenance services LTD,"Yellowknife, NT",25.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"No degree, certificate or diploma",Experience an asset,"Sweep, mop, scrub and wax hallways, floors and stairs, Empty trash cans and other waste containers, Wash windows, interior walls and ceilings, Make adjustments and minor repairs to heating, cooling, ventilation, plumbing and electrical systems, and contact tradespersons for major repairs, Perform other routine maintenance jobs such as painting and drywall repair, Clean and disinfect bathrooms and fixtures, Work with minimal supervision, Clean snow and ice from walkways and parking areas",,https://www.jobbank.gc.ca/jobsearch/jobposting/40410535?source=searchresults
shift manager - fast food restaurant,"Posted on January 16, 2024",Soul Restaurants Canada Inc,"Yellowknife, NT",21.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,Secondary (high) school graduation certificate,7 months to less than 1 year,"Supervise and co-ordinate activities of staff who prepare and portion food, Train staff in job duties, sanitation and safety procedures, Ensure that food and service meet quality control standards, Maintain records of stock, repairs, sales and wastage","Dental plan, Disability benefits, Health care plan, Vision care benefits, Deferred Profit Sharing Plan (DPSP)",https://www.jobbank.gc.ca/jobsearch/jobposting/40031981?source=searchresults
rental counter representative,"Posted on March 26, 2024",Ron's Auto Service Ltd,"Yellowknife, NT",23.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,1 year to less than 2 years,,"Dental plan, Health care plan, Group insurance benefits, Life insurance, Pension plan",https://www.jobbank.gc.ca/jobsearch/jobposting/40624693;jsessionid=BEC9AAAB13E243AF5E744839F428542B.jobsearch74?source=searchresults
,,,,,,,,,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/39672188?source=searchresults
building maintenance supervisor,"Posted on March 19, 2024",Northview Residential REIT,"Yellowknife, NT",,,,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40565895?source=searchresults
concrete finisher,"Posted on February 02, 2024",CR Enterprises Ltd,"Yellowknife, NT",32.00 HOUR,30 to 60 hours per week,Permanent employmentFull time,,4 vacancies,English,"No degree, certificate or diploma",3 years to less than 5 years,"Check formwork, granular base and steel reinforcement materials and direct placement of concrete into forms or onto surfaces according to grade, Fill hollows and remove spots on freshly poured cement, Operate power vibrators to compact concrete, Level top surface concrete according to grade and depth specification, Install anchor bolts, steel plates, door sills and other fixtures, Apply hardening and sealing components to cure surfaces, Waterproof, damp proof and restore surfaces, Repair, resurface and replace worn or damaged sections of concrete structures, Erect and dismantle concrete forms, scaffolding, ramps, catwalks shoring and barricades","Dental plan, Health care plan, Life insurance, Other benefits, Transportation provided by employer",https://www.jobbank.gc.ca/jobsearch/jobposting/40186454?source=searchresults
food service counter attendant,"Posted on February 01, 2024",Soul Restaurants Canada Inc,"Yellowknife, NT",17.50 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,Will train,"Package take-out food, Portion and wrap foods, Prepare, heat and finish simple food items, Serve customers at counters or buffet tables, Stock refrigerators and salad bars, Take customers' orders","Dental plan, Disability benefits, Health care plan, Vision care benefits",https://www.jobbank.gc.ca/jobsearch/jobposting/40180409?source=searchresults
"clerk, supermarket","Posted on February 27, 2024",507493 N.W.T. Ltd.,"Yellowknife, NT",16.05 HOUR,30 to 40 hours per week,Permanent employmentFull time,Starts as soon as possible,5 vacancies,English,"No degree, certificate or diploma",1 to less than 7 months,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40377186?source=searchresults
kitchen helper,"Posted on March 02, 2024",Red Apple Restaurant,"Yellowknife, NT",16.75 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"No degree, certificate or diploma",Will train,"Clean and sanitize kitchen including work surfaces, cupboards, storage areas, appliances and equipment, Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas, Sweep, mop, wash and polish floors, Wash, peel and cut vegetables and fruit",,https://www.jobbank.gc.ca/jobsearch/jobposting/40410686?source=searchresults
food counter attendant,"Posted on February 28, 2024",AMRA Investments Ltd,"Yellowknife, NT",16.05 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,3 vacancies,English,"No degree, certificate or diploma",Experience an asset,"Keep records of the quantities of food used, Package take-out food, Prepare, heat and finish simple food items, Serve customers at counters or buffet tables, Stock refrigerators and salad bars, Take customers' orders, Handle and store cleaning products, Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas, Remove kitchen garbage and trash, Sweep, mop, wash and polish floors",,https://www.jobbank.gc.ca/jobsearch/jobposting/40384499?source=searchresults
,,,,,,,,,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40546455?source=searchresults
kitchen helper,"Posted on February 13, 2024",New Star Ltd,"Yellowknife, NT",16.50 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,1 to less than 7 months,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40275020?source=searchresults
"assistant manager, restaurant","Posted on December 21, 2023",Yellowknife Restaurant Limited Partnership,"Yellowknife, NT",29.72 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"No degree, certificate or diploma",2 years to less than 3 years,"Plan, organize, direct, control and evaluate daily operations, Determine type of services to be offered and implement operational procedures, Balance cash and complete balance sheets, cash reports and related forms, Conduct performance reviews, Cost products and services, Enforce provincial/territorial liquor legislation and regulations, Organize and maintain inventory, Monitor revenues and modify procedures and prices, Ensure health and safety regulations are followed, Participate in marketing plans and implementation, Set staff work schedules and monitor staff performance, Leading/instructing individuals, Address customers' complaints or concerns, Provide customer service, Recruit, train and supervise staff, 16-20 people, More than 20 people","Dental plan, Disability benefits, Health care plan, Vision care benefits, Bonus, Gratuities, Group insurance benefits, Life insurance",https://www.jobbank.gc.ca/jobsearch/jobposting/39848411?source=searchresults
food service supervisor,"Posted on February 28, 2024",AMRA Investments Ltd,"Yellowknife, NT",19.04 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Establish methods to meet work schedules, Supervise and co-ordinate activities of staff who prepare and portion food, Train staff in job duties, sanitation and safety procedures, Estimate ingredient and supplies required for meal preparation, Hire food service staff, Ensure that food and service meet quality control standards, Maintain records of stock, repairs, sales and wastage, Establish work schedules",,https://www.jobbank.gc.ca/jobsearch/jobposting/40384500?source=searchresults
food counter attendant,"Posted on December 07, 2023",The North West Company LP,"Inuvik, NT",18.00 HOUR,37.5 hours per week,Permanent employmentFull time,Starts as soon as possible,3 vacancies,English,"No degree, certificate or diploma",Experience an asset,"Package take-out food, Prepare, heat and finish simple food items, Serve customers at counters or buffet tables, Stock refrigerators and salad bars, Take customers' orders, Handle and store cleaning products, Remove kitchen garbage and trash, Sweep, mop, wash and polish floors","Dental plan, Disability benefits, Health care plan, Bonus, Group insurance benefits, Life insurance, Registered Retirement Savings Plan (RRSP), Stocks/shares, Maternity and parental benefits",https://www.jobbank.gc.ca/jobsearch/jobposting/39738306?source=searchresults
journeyman/woman plumber,"Posted on March 21, 2024",Nahanni Construction Ltd.,"Yellowknife, NT",,,Full time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40584588?source=searchresults
food counter attendant,"Posted on January 02, 2024",Lil Ava's Pizza,"Inuvik, NT",18.00 HOUR,30 to 40 hours per week,Permanent employmentFull time,Starts as soon as possible,3 vacancies,English,Secondary (high) school graduation certificate,Will train,"Clean and sanitize items such as dishwasher mats, carts and waste disposal units, Clear and clean tables, trays and chairs, Operate dishwashers to wash dishes, glassware and flatware, Place dishes in storage area, Replenish condiments and other supplies at tables and serving areas, Sanitize and wash dishes and other items by hand, Keep records of the quantities of food used, Package take-out food, Portion and wrap foods, Prepare, heat and finish simple food items, Serve customers at counters or buffet tables, Stock refrigerators and salad bars, Take customers' orders, Clean and sanitize kitchen including work surfaces, cupboards, storage areas, appliances and equipment, Remove kitchen garbage and trash, Sweep, mop, wash and polish floors",,https://www.jobbank.gc.ca/jobsearch/jobposting/40521908?source=searchresults
sandwich artist,"Posted on December 22, 2023",Subway Restaurant,"Yellowknife, NT",17.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,4 vacancies,English,"No degree, certificate or diploma",Will train,"Bring clean dishes, flatware and other items to serving areas and set tables, Clear and clean tables, trays and chairs, Replenish condiments and other supplies at tables and serving areas, Keep records of the quantities of food used, Package take-out food, Portion and wrap foods, Prepare, heat and finish simple food items, Serve customers at counters or buffet tables, Stock refrigerators and salad bars, Take customers' orders, Use manual and electrical appliances to clean, peel, slice and trim foodstuffs, Clean and sanitize kitchen including work surfaces, cupboards, storage areas, appliances and equipment, Receive, unpack and store supplies in refrigerators, freezers, cupboards and other storage areas, Wash, peel and cut vegetables and fruit",Gratuities,https://www.jobbank.gc.ca/jobsearch/jobposting/39855967?source=searchresults
warehouse supervisor,"Posted on December 19, 2023",RH Courier Ltd.,"Yellowknife, NT",40.00 HOUR,32 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,College/CEGEP,1 year to less than 2 years,"Establish work schedules and procedures, Prepare and submit reports, Resolve work problems, provide technical advice and recommend measures to improve productivity and product quality, Recruit and hire staff, Train workers in duties and policies, Arrange training for staff, Conduct performance reviews, Co-ordinate, assign and review work, 5-10 people",Free parking available,https://www.jobbank.gc.ca/jobsearch/jobposting/40279719?source=searchresults
customer service clerk,"Posted on March 19, 2024",Corothers Home Hardware Building Centre,"Yellowknife, NT",20.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,3 vacancies,English,"Secondary (high) school graduation certificate

or equivalent experience",Experience an asset,"Answer written and oral inquiries, Address customers' complaints or concerns, Answer inquiries and provide information to customers, Arrange for refunds and credits, Explain the type and cost of services offered, Sell merchandise, Explain procedures, risks and benefits to clients, Answer clients' inquiries and provide information","Dental plan, Disability benefits, Health care plan, Vision care benefits, Long-term care insurance, Deferred Profit Sharing Plan (DPSP), Free parking available, On-site amenities",https://www.jobbank.gc.ca/jobsearch/jobposting/40558984;jsessionid=BEC9AAAB13E243AF5E744839F428542B.jobsearch74?source=searchresults
sandwich artist,"Posted on January 14, 2024",mainstreet donair & falafel,"Yellowknife, NT",19.00 HOUR,37 to 44 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,"No degree, certificate or diploma",1 year to less than 2 years,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40021416?source=searchresults
home child care provider,"Posted on March 21, 2024",Suzette De Ausen,"Yellowknife, NT",18.00 HOUR,30 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"Secondary (high) school graduation certificate

or equivalent experience",7 months to less than 1 year,"Assume full responsibility for household in absence of parents, Perform light housekeeping and cleaning duties, Travel with family on trips and assist with child supervision and housekeeping duties, Wash, iron and press clothing and household linens, Bathe, dress and feed infants and children, Discipline children according to the methods requested by the parents, Instruct children in personal hygiene and social development, Maintain a safe and healthy environment in the home, Organize, activities such as games and outings for children, Prepare and serve nutritious meals, Prepare infants and children for rest periods, Sterilize bottles, prepare formulas and change diapers for infants, Supervise and care for children, Tend to emotional well-being of children, Help children with homework",,https://www.jobbank.gc.ca/jobsearch/jobposting/40583349;jsessionid=BEC9AAAB13E243AF5E744839F428542B.jobsearch74?source=searchresults
stock keeper,"Posted on March 19, 2024",Corothers Home Hardware Building Centre,"Yellowknife, NT",20.00 HOUR,30 to 40 hours per week,Permanent employmentFull time,Starts as soon as possible,3 vacancies,English,"Secondary (high) school graduation certificate

or equivalent experience",Experience an asset,"Clean and maintain office, supply area or warehouse, Set-up displays of retail parts and accessories, Identify, label and catalogue items received, Issue and distribute parts and supplies for internal use, Prepare and track work orders, Receive, unpack and sort incoming parts, supplies and materials, Store items in warehouse, tool room or supply area","Dental plan, Disability benefits, Health care plan, Vision care benefits, Long-term care insurance, Deferred Profit Sharing Plan (DPSP), Free parking available, On-site amenities",https://www.jobbank.gc.ca/jobsearch/jobposting/40558968;jsessionid=BEC9AAAB13E243AF5E744839F428542B.jobsearch74?source=searchresults
"chief, administrative services","Posted on March 07, 2024",Town of Inuvik,"Inuvik, NT",,,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40449227?source=searchresults
shelf stocker - retail,"Posted on March 13, 2024",Southam Holdings Inc.,"Yellowknife, NT",17.00 HOUR,32 to 40 hours per week,Permanent employmentFull time,Starts as soon as possible,8 vacancies,English,"No degree, certificate or diploma",Will train,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40501469;jsessionid=BEC9AAAB13E243AF5E744839F428542B.jobsearch74?source=searchresults
cook,"Posted on March 03, 2024",11570277 Canada Limited,"Yellowknife, NT",720 WEEKLY,35 to 40 hours per week,Permanent employmentFull time,Starts as soon as possible,3 vacancies,English,Secondary (high) school graduation certificate,1 to less than 7 months,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40415987?source=searchresults
cook,"Posted on February 02, 2024",ZEHABESHA,"Yellowknife, NT",20.00 HOUR,30 to 40 hours per week,Permanent employmentFull time,,2 vacancies,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Prepare and cook complete meals or individual dishes and foods, Prepare dishes for customers with food allergies or intolerances, Prepare and cook special meals for patients as instructed by dietitian or chef, Plan menus, determine size of food portions, estimate food requirements and costs, and monitor and order supplies, Train staff in preparation, cooking and handling of food, Order supplies and equipment, Maintain inventory and records of food, supplies and equipment, Clean kitchen and work areas, Manage kitchen operations",,https://www.jobbank.gc.ca/jobsearch/jobposting/40186459?source=searchresults
Aboriginal school community teacher - secondary school,"Posted on March 26, 2024",Northwest Territories School Boards,"Inuvik, NT",,,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40636098?source=searchresults
retail sales associate,"Posted on March 27, 2024",Southam Holdings Inc.,"Yellowknife, NT",18.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,Secondary (high) school graduation certificate,Experience an asset,"Operate cash register, Operate computerized inventory record keeping and re-ordering systems, Provide advice about merchandise, Conduct sales transactions through Internet-based electronic commerce, Greet customers and discuss type, quality and quantity of merchandise or services sought for purchase, rental or lease, Maintain sales records for inventory control, Prepare merchandise for purchase, rental or lease",,https://www.jobbank.gc.ca/jobsearch/jobposting/40637124;jsessionid=BEC9AAAB13E243AF5E744839F428542B.jobsearch74?source=searchresults
housekeeper,"Posted on March 07, 2024",Tatem And Wolf,"Yellowknife, , NT",23.00 HOUR,30 to 40 hours per week,Permanent employmentFull time,Starts as soon as possible,3 vacancies,Bilingual,"Secondary (high) school graduation certificate

or equivalent experience",2 years to less than 3 years,"Sweep, mop, wash and polish floors, Dust furniture, Vacuum carpeting, area rugs, draperies and upholstered furniture, Make beds and change sheets, Distribute clean towels and toiletries, Stock linen closet, Clean, disinfect and polish kitchen and bathroom fixtures and appliances, Disinfect operating rooms and other areas, Clean and disinfect elevators, Handle and report lost and found items, Attend to guests' requests for extra supplies or other items, Provide basic information on facilities, Pick up debris and empty trash containers, Launder clothing and household linens, Mend clothing and linens, Perform light housekeeping and cleaning duties, Shop for food and household supplies, Wash windows, walls and ceilings, Clean changing rooms and showers, Address customers' complaints or concerns","Health care plan, Life insurance, Pension plan, Learning/training paid by employer, Team building opportunities, Transportation provided by employer",https://www.jobbank.gc.ca/jobsearch/jobposting/40444175?source=searchresults
retail merchandiser,"Posted on March 14, 2024",Brand Momentum,"Yellowknife, NT",,,,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40521436?source=searchresults
office reception clerk,"Posted on March 03, 2024",Diamond Financial Services,"Yellowknife, NT",29.00 HOUR,32 to 40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,1 to less than 7 months,"Provide basic information to clients and the public, Obtain and process information required to provide customer service, Operate switchboard or telephone system, Order office supplies, Schedule and confirm appointments, Send invoices, Receive and issue payments, Perform data entry, Provide customer service","Dental plan, Health care plan",https://www.jobbank.gc.ca/jobsearch/jobposting/40415524?source=searchresults
office cleaner,"Posted on March 19, 2024",Juniper Health,"Yellowknife, NT",20.00 HOUR,,Permanent employmentPart time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40611760?source=searchresults
nails and lashes applicator,"Posted on March 24, 2024",PH8  Beauty Boutique Ltd,"Yellowknife, NT",18.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,1 year to less than 2 years,"Apply or remove artificial nails and nail art, Clean, trim and polish nails, Provide gel and acrylic nail extensions, Manicures, Eyelash extensions",,https://www.jobbank.gc.ca/jobsearch/jobposting/40608786;jsessionid=BEC9AAAB13E243AF5E744839F428542B.jobsearch74?source=searchresults
camp manager,"Posted on March 07, 2024",Foster Family Coalition of the Northwest Territories,"Yellowknife, NT","1,280 WEEKLY",40 hours per week,Seasonal employmentFull time,,1 vacancy,English,Bachelor's degree,3 years to less than 5 years,Staff in various areas of responsibility,,https://www.jobbank.gc.ca/jobsearch/jobposting/40450235?source=searchresults
,,,,,,,,,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40043293?source=searchresults
Aboriginal school community teacher - secondary school,"Posted on March 26, 2024",Northwest Territories School Boards,"Inuvik, NT",,,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40634809?source=searchresults
school principal,"Posted on March 26, 2024",Northwest Territories School Boards,"Inuvik, NT",,,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40635499?source=searchresults
"teacher, kindergarten","Posted on March 26, 2024",Yellowknife Catholic Schools,"Yellowknife, NT",,,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40634346?source=searchresults
shift manager - fast food restaurant,"Posted on March 12, 2024",Soul Restaurants Canada Inc,"Yellowknife, NT",21.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,7 months to less than 1 year,"Supervise and co-ordinate activities of staff who prepare and portion food, Train staff in job duties, sanitation and safety procedures, Ensure that food and service meet quality control standards, Maintain records of stock, repairs, sales and wastage","Dental plan, Disability benefits, Health care plan, Vision care benefits",https://www.jobbank.gc.ca/jobsearch/jobposting/40491048?source=searchresults
front desk cashier,"Posted on March 26, 2024",Williams Electronics Inc.,"Yellowknife, NT",23.00 HOUR,30 to 40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,Secondary (high) school graduation certificate,1 to less than 7 months,"Process money, cheques and credit/debit card payments, Receive payment for goods or services, Suggestive selling, Stock shelves and clean counter area, Greet customers, Wrap or place merchandise in bags, Provide customer service, Monitor all entrances and exits, request proof of payment when necessary, Participate in promotional activities",,https://www.jobbank.gc.ca/jobsearch/jobposting/40625192;jsessionid=BEC9AAAB13E243AF5E744839F428542B.jobsearch74?source=searchresults
cleaner,"Posted on March 13, 2024",Northview Residential REIT,"Yellowknife, NT",,,,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40510603?source=searchresults
financial officer,"Posted on March 26, 2024",Ron's Auto Service Ltd,"Yellowknife, NT",23.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,"Secondary (high) school graduation certificate

or equivalent experience",2 years to less than 3 years,"Calculate and prepare cheques for payroll, Keep financial records and establish, maintain and balance various accounts using manual and computerized bookkeeping systems, Post journal entries, Reconcile accounts, Address customers' complaints or concerns","Dental plan, Disability benefits, Health care plan, Group insurance benefits, Life insurance, Pension plan, Parking available",https://www.jobbank.gc.ca/jobsearch/jobposting/40625131;jsessionid=BEC9AAAB13E243AF5E744839F428542B.jobsearch74?source=searchresults
Aboriginal school community teacher - secondary school,"Posted on March 26, 2024",Northwest Territories School Boards,"Norman Wells, NT",,,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40636815?source=searchresults
food and beverage server,"Posted on March 09, 2024",Black Knight Pub,"Yellowknife, NT",16.05 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,"No degree, certificate or diploma",Experience an asset,"Address customers' complaints or concerns, Present bills to customers and accept payment in cash, credit or debit cards, travellers cheques or room billings, Describe menu items including daily specials for customers, Enforce provincial/territorial liquor legislation and regulations, Advise on menu selections, Clear and clean tables, trays and chairs, Greet patrons, present menus, make recommendations and answer questions regarding food and beverages, Serve food and beverages, Take orders and relay to kitchen and bar staff, Provide customer service",,https://www.jobbank.gc.ca/jobsearch/jobposting/40468951?source=searchresults
hairstylist,"Posted on February 28, 2024",PH8  Beauty Boutique Ltd,"Yellowknife, NT",17.19 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,2 vacancies,English,"No degree, certificate or diploma",2 years to less than 3 years,"Shampoo customers' hair, Analyze hair and scalp condition and provide basic treatment or advice on beauty care treatments for scalp and hair, Apply bleach, tints, dyes or rinses to colour, frost or streak hair, Apply hair extensions, Clean and style wigs and hair pieces, Cut, trim, taper, curl, wave, perm and style hair, Suggest hair style compatible with client's physical features and preferences",,https://www.jobbank.gc.ca/jobsearch/jobposting/40384369?source=searchresults
construction worker,"Posted on February 21, 2024",Arctic Storage & Rentals Ltd.,"34 Industrial Road P.O. Box 1141Inuvik, , NTX0E 0T0",24.00 HOUR,40 hours per week,Permanent employmentFull time,Starts as soon as possible,3 vacancies,English,"No degree, certificate or diploma",1 year to less than 2 years,"Load, unload and transport construction materials, Mix, pour and spread materials such as concrete and asphalt, Assist in framing houses, erecting walls and building roofs, Assist in demolishing buildings, Clean and pile salvaged materials, Perform routine maintenance work, Clean up chemical spills and other contaminants, Remove rubble and other debris at construction sites, Tend or feed machines or equipment used in construction, Direct traffic at or near construction sites",,https://www.jobbank.gc.ca/jobsearch/jobposting/40337620?source=searchresults
retail merchandiser,"Posted on March 05, 2024",Counter Intelligence Merchandising Inc.,"Yellowknife, NT",,,Permanent employmentPart time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40612271?source=searchresults
cashier,"Posted on December 16, 2023",Brows & Beyond by Sneha,"Yellowknife, NT",17.00 HOUR,30 to 40 hours per week,Permanent employmentFull time,Starts as soon as possible,1 vacancy,English,Secondary (high) school graduation certificate,Experience an asset,"Operate cash register, Process money, cheques and credit/debit card payments, Receive payment for goods or services, Calculate daily/shift payments received and reconcile with total sales, Suggestive selling, Stock shelves and clean counter area, Greet customers, Provide customer service, Monitor all entrances and exits, request proof of payment when necessary",,https://www.jobbank.gc.ca/jobsearch/jobposting/39811922?source=searchresults
"Senior Engineer, EN-ENG-04 / Physical Science Planning Officer,  PC-03","Posted on March 18, 2024",Environment and Climate Change Canada - Environmental Protection Branch,"Calgary, , AB","97,479 YEAR",,Permanent employmentFull time,Starts as soon as possible,1 vacancy,,,,,,https://www.jobbank.gc.ca/jobsearch/jobposting/40615440?source=searchresults
